"28" ,10 ,"Fremont" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,141 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,71 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,14 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,3 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,88 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,141 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,50 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,11 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,62 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,13 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,14 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,141 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,60 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,14 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,4 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,78 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,16 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,2 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,18 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,141 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,48 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,13 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,4 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,65 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,27 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,3 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,30 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,141 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,40 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,12 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,3 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,55 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,35 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,3 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,38 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,10 ,"Fremont" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
