"1" ,10 ,"Beaver #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,822 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,354 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,100 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,28 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,3 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,485 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,4 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,822 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,341 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,97 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,28 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,2 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,468 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,4 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,4 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,8 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,822 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,172 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,66 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,15 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,253 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,207 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,47 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,14 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,3 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,271 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,6 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,8 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,822 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,257 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,78 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,25 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,2 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,362 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,137 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,44 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,7 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,189 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,822 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,347 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,97 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,28 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,2 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,474 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,3 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,822 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,359 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,104 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,31 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,2 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,496 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,822 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,372 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,109 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,32 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,3 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,516 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,10 ,"Beaver #1" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
