"22" ,10 ,"Abraham" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,74 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"GARY R. VAN HORN" ,"301721" ,"CON" ,9 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"GARY R. VAN HORN" ,"301721" ,"CON" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"GARY R. VAN HORN" ,"301721" ,"CON" ,1 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"GARY R. VAN HORN" ,"301721" ,"CON" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"GARY R. VAN HORN" ,"301721" ,"CON" ,11 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"BILL WRIGHT" ,"301724" ,"REP" ,33 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"BILL WRIGHT" ,"301724" ,"REP" ,2 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"BILL WRIGHT" ,"301724" ,"REP" ,2 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"BILL WRIGHT" ,"301724" ,"REP" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"BILL WRIGHT" ,"301724" ,"REP" ,37 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"STATE REP D68" ,"301720" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,74 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"ELWIN M. JOHNSON" ,"140001" ,"NP" ,9 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"ELWIN M. JOHNSON" ,"140001" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"ELWIN M. JOHNSON" ,"140001" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"ELWIN M. JOHNSON" ,"140001" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"ELWIN M. JOHNSON" ,"140001" ,"NP" ,11 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"JAMES I. WITHERS" ,"140004" ,"REP" ,35 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"JAMES I. WITHERS" ,"140004" ,"REP" ,3 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"JAMES I. WITHERS" ,"140004" ,"REP" ,2 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"JAMES I. WITHERS" ,"140004" ,"REP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM A" ,"310010" ,"NP" ,"JAMES I. WITHERS" ,"140004" ,"REP" ,40 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,74 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"PAUL J. MCCALLAUM JR" ,"140011" ,"CON" ,14 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"PAUL J. MCCALLAUM JR" ,"140011" ,"CON" ,2 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"PAUL J. MCCALLAUM JR" ,"140011" ,"CON" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"PAUL J. MCCALLAUM JR" ,"140011" ,"CON" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"PAUL J. MCCALLAUM JR" ,"140011" ,"CON" ,17 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"THOMAS S. NIELSON" ,"140014" ,"NP" ,13 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"THOMAS S. NIELSON" ,"140014" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"THOMAS S. NIELSON" ,"140014" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"THOMAS S. NIELSON" ,"140014" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"THOMAS S. NIELSON" ,"140014" ,"NP" ,15 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"DARON P. SMITH" ,"140018" ,"REP" ,18 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"DARON P. SMITH" ,"140018" ,"REP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"DARON P. SMITH" ,"140018" ,"REP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"DARON P. SMITH" ,"140018" ,"REP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"DARON P. SMITH" ,"140018" ,"REP" ,20 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY COMM B" ,"310020" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,74 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"PAT MANIS" ,"140021" ,"REP" ,28 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"PAT MANIS" ,"140021" ,"REP" ,4 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"PAT MANIS" ,"140021" ,"REP" ,2 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"PAT MANIS" ,"140021" ,"REP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"PAT MANIS" ,"140021" ,"REP" ,34 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,13 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ASSESSOR" ,"310040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,14 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,74 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"RICHARD WADDINGHAM" ,"140031" ,"DEM" ,35 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"RICHARD WADDINGHAM" ,"140031" ,"DEM" ,2 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"RICHARD WADDINGHAM" ,"140031" ,"DEM" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"RICHARD WADDINGHAM" ,"140031" ,"DEM" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"RICHARD WADDINGHAM" ,"140031" ,"DEM" ,38 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,7 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY ATTORNEY" ,"310060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,10 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,74 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BRANDY GRACE" ,"140041" ,"REP" ,32 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BRANDY GRACE" ,"140041" ,"REP" ,4 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BRANDY GRACE" ,"140041" ,"REP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BRANDY GRACE" ,"140041" ,"REP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BRANDY GRACE" ,"140041" ,"REP" ,37 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BILL JUSTESEN" ,"140044" ,"DEM" ,12 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BILL JUSTESEN" ,"140044" ,"DEM" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BILL JUSTESEN" ,"140044" ,"DEM" ,2 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BILL JUSTESEN" ,"140044" ,"DEM" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"BILL JUSTESEN" ,"140044" ,"DEM" ,14 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY AUDITOR" ,"310080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,74 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"NORMA BRUNSON" ,"140051" ,"DEM" ,21 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"NORMA BRUNSON" ,"140051" ,"DEM" ,2 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"NORMA BRUNSON" ,"140051" ,"DEM" ,1 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"NORMA BRUNSON" ,"140051" ,"DEM" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"NORMA BRUNSON" ,"140051" ,"DEM" ,24 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"DAVID W. CARSON" ,"140054" ,"REP" ,24 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"DAVID W. CARSON" ,"140054" ,"REP" ,2 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"DAVID W. CARSON" ,"140054" ,"REP" ,2 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"DAVID W. CARSON" ,"140054" ,"REP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"DAVID W. CARSON" ,"140054" ,"REP" ,28 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,10 ,"Abraham" ,"COUNTY CLERK" ,"310100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
