"26" ,10 ,"Heber 1.1 " ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,508 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"JAY PRICE" ,"260010" ,"REP" ,62 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"JAY PRICE" ,"260010" ,"REP" ,13 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"JAY PRICE" ,"260010" ,"REP" ,7 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"JAY PRICE" ,"260010" ,"REP" ,82 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"DONNA HAYES" ,"260020" ,"DEM" ,99 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"DONNA HAYES" ,"260020" ,"DEM" ,14 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"DONNA HAYES" ,"260020" ,"DEM" ,12 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"DONNA HAYES" ,"260020" ,"DEM" ,125 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY COUNCIL  AT LARGE A" ,"271000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,508 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"PEGGY MCKENZIE" ,"260070" ,"REP" ,70 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"PEGGY MCKENZIE" ,"260070" ,"REP" ,13 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"PEGGY MCKENZIE" ,"260070" ,"REP" ,3 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"PEGGY MCKENZIE" ,"260070" ,"REP" ,86 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"EDWIN THACKER" ,"260080" ,"DEM" ,76 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"EDWIN THACKER" ,"260080" ,"DEM" ,12 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"EDWIN THACKER" ,"260080" ,"DEM" ,13 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"EDWIN THACKER" ,"260080" ,"DEM" ,101 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"RONALD R. CRITTENDEN" ,"260090" ,"CON" ,19 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"RONALD R. CRITTENDEN" ,"260090" ,"CON" ,2 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"RONALD R. CRITTENDEN" ,"260090" ,"CON" ,4 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"RONALD R. CRITTENDEN" ,"260090" ,"CON" ,25 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ASSESSOR" ,"274000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,508 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"SCOTT H. SWEAT" ,"260100" ,"REP" ,127 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"SCOTT H. SWEAT" ,"260100" ,"REP" ,22 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"SCOTT H. SWEAT" ,"260100" ,"REP" ,12 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"SCOTT H. SWEAT" ,"260100" ,"REP" ,161 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,3 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,3 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY ATTORNEY" ,"275000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,6 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,508 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"BRENT R. TITCOMB" ,"260110" ,"REP" ,131 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"BRENT R. TITCOMB" ,"260110" ,"REP" ,23 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"BRENT R. TITCOMB" ,"260110" ,"REP" ,13 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"BRENT R. TITCOMB" ,"260110" ,"REP" ,167 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY CLERK/AUDITOR" ,"276000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,3 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,508 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"DAVID C. REMINGTON" ,"260120" ,"REP" ,57 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"DAVID C. REMINGTON" ,"260120" ,"REP" ,9 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"DAVID C. REMINGTON" ,"260120" ,"REP" ,7 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"DAVID C. REMINGTON" ,"260120" ,"REP" ,73 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"ELIZABETH PALMIER" ,"260130" ,"DEM" ,107 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"ELIZABETH PALMIER" ,"260130" ,"DEM" ,18 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"ELIZABETH PALMIER" ,"260130" ,"DEM" ,13 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"ELIZABETH PALMIER" ,"260130" ,"DEM" ,138 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY RECORDER" ,"277000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,508 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"TODD BONNER" ,"260140" ,"REP" ,127 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"TODD BONNER" ,"260140" ,"REP" ,21 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"TODD BONNER" ,"260140" ,"REP" ,13 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"TODD BONNER" ,"260140" ,"REP" ,161 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SHERIFF" ,"278000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,4 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,508 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"JAMES C. KAISERMAN" ,"260150" ,"REP" ,125 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"JAMES C. KAISERMAN" ,"260150" ,"REP" ,21 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"JAMES C. KAISERMAN" ,"260150" ,"REP" ,12 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"JAMES C. KAISERMAN" ,"260150" ,"REP" ,158 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY SURVEYOR" ,"279000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,508 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"KARL MCDONALD" ,"260160" ,"REP" ,68 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"KARL MCDONALD" ,"260160" ,"REP" ,10 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"KARL MCDONALD" ,"260160" ,"REP" ,3 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"KARL MCDONALD" ,"260160" ,"REP" ,81 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"GLADYS DUKE STEVENS" ,"260170" ,"DEM" ,94 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"GLADYS DUKE STEVENS" ,"260170" ,"DEM" ,17 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"GLADYS DUKE STEVENS" ,"260170" ,"DEM" ,17 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"GLADYS DUKE STEVENS" ,"260170" ,"DEM" ,128 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COUNTY TREASURER" ,"280000" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"26" ,10 ,"Heber 1.1 " ,"COURT OF APPEALS - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COURT OF APPEALS - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COURT OF APPEALS - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,10 ,"Heber 1.1 " ,"COURT OF APPEALS - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
