"8" ,1 ,"1.1,1.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,6 ,
"8" ,1 ,"1.1,1.2" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,232 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,114 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,2 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,4 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,120 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,23 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,24 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,232 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,106 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,4 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,111 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,42 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,3 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,45 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,232 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,107 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,2 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,2 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,111 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,39 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,2 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,2 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,43 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,232 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,134 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,4 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,141 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,232 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,124 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,2 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,129 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
